Group,Direction,miRNA,GeneID,log2FC,padj,biomarker_score,count_Cells (4T1),zscore_Cells (4T1),count_Heart,zscore_Heart,count_Kidney,zscore_Kidney,count_Liver,zscore_Liver,count_Lung,zscore_Lung,count_Spleen,zscore_Spleen
Cells (4T1),Upregulated,miR-466f-3p,mmu-miR-466f-3p,4.461,6.59812873129956e-11,202.23000462714782,3590,1.8689417590452784,154,-0.25549476928738285,87,-0.6381578845919577,64,-0.8429450459061458,113,-0.46317317135889013,368,0.33082911209909976
Cells (4T1),Upregulated,miR-466m-3p,mmu-miR-466m-3p,4.662,3.19348410932531e-10,198.69575517148886,268,1.8809278318698917,14,-0.07575888659038373,4,-0.8204393118460538,7,-0.5018533046544318,5,-0.6968549537908578,22,0.2139786250118348
Cells (4T1),Upregulated,miR-669p-3p,mmu-miR-669p-3p,4.54,1.67880642560664e-09,176.20873749373092,230,1.8440612679261272,8,-0.29888950597103314,6,-0.46484401976215206,2,-1.0243538951746538,7,-0.3766670794629496,22,0.32069323244466263
Cells (4T1),Upregulated,miR-669k-5p,mmu-miR-669k-5p,5.702,1.1053330108102e-06,149.08752642296005,32,1.922473191169425,0,-0.6479316306168428,0,-0.6479316306168428,0,-0.6479316306168428,1,-0.13837493045298402,2,0.1596966311340871
Cells (4T1),Downregulated,miR-140-5p,mmu-miR-140-5p,-1.945,1.3524566924982e-11,6.375573122797739,8137,-1.880330277543048,39432,0.7742474165515772,31662,0.40508603604862703,20046,-0.36378652541000606,34727,0.5605151622672924,33585,0.5042681880855553
Cells (4T1),Downregulated,miR-3068-5p,mmu-miR-3068-5p,-1.547,3.49153229287582e-10,5.702671775362377,581,-1.912397295273469,2006,0.7774426397468372,1314,-0.14125222728805156,1562,0.234153669736794,1592,0.27546404350646736,1996,0.7665891695714299
Cells (4T1),Downregulated,miR-191-5p,mmu-miR-191-5p,-2.049,2.79045007645645e-10,5.5155776761394195,37168,-1.8774370867412413,131384,0.18989152295960862,144016,0.3401932711569595,151091,0.41871346849606905,107776,-0.13440161293676867,223949,1.0630404370653808
Cells (4T1),Downregulated,miR-1843b-5p,mmu-miR-1843b-5p,-2.852,3.09185982436627e-11,4.9390148203208675,250,-1.8875930758795267,966,-0.26699512427668337,1505,0.26531242359468377,2314,0.7819259774080951,1636,0.36553229621121136,2238,0.7418175029422096
Cells (4T1),Downregulated,miR-152-3p,mmu-miR-152-3p,-5.567,8.37925784789309e-34,4.752677572230594,687,-2.015609111537328,33287,0.4234819893231284,40696,0.5498374359231393,40774,0.5510413799602418,30613,0.3708292980260703,20556,0.12041900830475571
Cells (4T1),Downregulated,miR-1843a-5p,mmu-miR-1843a-5p,-3.326,2.67958825856078e-12,4.604278758225045,209,-1.866193907835189,1259,-0.022442444262171554,1765,0.3249593283650947,3938,1.1504470596711716,1522,0.1726287255592622,1626,0.24060123850182624
Cells (4T1),Downregulated,miR-26a-5p,mmu-miR-26a-5p,-3.431,4.4844554588754e-11,3.9667264143983663,66574,-1.815570446279748,740034,0.4802371584489262,736944,0.47624849794296975,739419,0.4794446280026312,1122007,0.8769638493305743,265391,-0.4973236874453533
Cells (4T1),Downregulated,miR-101a-3p,mmu-miR-101a-3p,-3.539,8.08491788141988e-11,3.709341321734413,4974,-1.8783731012443496,59480,0.44981135054476334,75292,0.6710012936691648,75851,0.6779419427377358,60253,0.46192693843023525,24503,-0.3823084241375576
Cells (4T1),Downregulated,miR-1839-3p,mmu-miR-1839-3p,-2.269,4.99553635616938e-07,3.481948502198564,262,-1.9209567624302977,922,-0.02650514655752498,1298,0.489135056256587,1738,0.9293196930686217,1262,0.4467261242760455,991,0.08228103538656092
Cells (4T1),Downregulated,miR-152-5p,mmu-miR-152-5p,-4.69,3.68476003917697e-15,3.4683510081461644,4,-1.9933017635096513,86,0.34870068263937437,108,0.5335373655500184,89,0.3764963574480216,131,0.6905093619199785,59,0.04405799595225919
